	lvl_1	lvl_2	lvl_3	lvl_4	lvl_5	lvl_6	lvl_7	lvl_8	lvl_9	lvl_10	lvl_11	lvl_12	lvl_13	lvl_14	lvl_15	lvl_16
-0.03801	1	2	4	6	8	7	5	3	14	12	10	9	11	13	15	16
-0.03701	1	2	4	6	8	7	5	3	14	12	10	9	11	13	15	16
-0.03601	1	2	4	6	8	7	5	3	14	12	10	9	11	13	15	16
-0.03501	1	2	4	6	8	7	5	3	14	12	10	9	11	13	15	16
-0.03401	1	2	4	6	8	7	5	3	14	12	10	9	11	13	15	16
-0.03301	1	2	4	6	8	7	5	3	14	12	10	9	11	13	15	16
-0.03201	1	2	4	6	8	7	5	3	14	12	10	9	11	13	15	16
-0.03101	1	2	4	6	8	7	5	3	14	12	10	9	11	13	15	16
-0.03001	1	2	4	6	8	7	5	3	14	12	10	9	11	13	15	16
-0.02901	1	2	4	6	8	7	5	3	14	12	10	9	11	13	15	16
-0.02801	1	2	4	6	8	7	5	3	14	12	10	9	11	13	15	16
-0.02701	1	2	4	6	8	7	5	3	14	12	10	9	11	13	15	16
-0.02601	1	2	4	6	8	7	5	3	14	12	10	9	11	13	15	16
-0.02501	1	2	4	6	8	7	5	3	14	12	10	9	11	13	15	16
-0.02401	1	2	4	6	8	7	5	3	14	12	10	9	11	13	15	16
-0.02301	1	3	5	7	8	6	4	2	15	13	11	9	10	12	14	16
-0.02201	1	3	5	7	8	6	4	2	15	13	11	9	10	12	14	16
-0.02101	1	3	5	7	8	6	4	2	15	13	11	9	10	12	14	16
-0.02001	1	3	5	7	8	6	4	2	15	13	11	9	10	12	14	16
-0.01901	1	3	5	7	8	6	4	2	15	13	11	9	10	12	14	16
-0.01801	1	3	5	7	8	6	4	2	15	13	11	9	10	12	14	16
-0.01701	1	3	5	7	8	6	4	2	15	13	11	9	10	12	14	16
-0.01601	1	3	5	7	8	6	4	2	15	13	11	9	10	12	14	16
-0.01501	1	3	5	7	8	6	4	2	15	13	11	9	10	12	14	16
-0.01401	1	3	5	7	8	6	4	2	15	13	11	9	10	12	14	16
-0.01301	1	3	5	7	8	6	4	2	15	13	11	9	10	12	14	16
-0.01201	1	3	5	7	8	6	4	2	15	13	11	9	10	12	14	16
-0.01101	1	3	5	7	8	6	4	2	15	13	11	9	10	12	14	16
-0.01001	1	3	5	7	8	6	4	2	15	13	11	9	10	12	14	16
-0.00901	1	3	5	7	8	6	4	2	15	13	11	9	10	12	14	16
-0.00801	1	3	5	7	8	6	4	2	15	13	11	9	10	12	14	16
-0.00701	1	3	5	7	8	6	4	2	15	13	11	9	10	12	14	16
-0.00601	1	3	5	7	8	6	4	2	15	13	11	9	10	12	14	16
-0.00501	1	3	5	7	8	6	4	2	15	13	11	9	10	12	14	16
-0.00401	1	3	5	7	8	6	4	2	15	13	11	9	10	12	14	16
-0.00301	1	3	5	7	8	6	4	2	15	13	11	9	10	12	14	16
-0.00201	1	3	5	7	8	6	4	2	15	13	11	9	10	12	14	16
-0.00101	1	3	5	7	8	6	4	2	15	13	11	9	10	12	14	16
-1e-05	1	3	5	7	8	6	4	2	15	13	11	9	10	12	14	16
0.00099	2	4	6	8	7	5	3	1	16	14	12	10	9	11	13	15
0.00199	2	4	6	8	7	5	3	1	16	14	12	10	9	11	13	15
0.00299	2	4	6	8	7	5	3	1	16	14	12	10	9	11	13	15
0.00399	2	4	6	8	7	5	3	1	16	14	12	10	9	11	13	15
0.00499	2	4	6	8	7	5	3	1	16	14	12	10	9	11	13	15
0.00599	2	4	6	8	7	5	3	1	16	14	12	10	9	11	13	15
0.00699	2	4	6	8	7	5	3	1	16	14	12	10	9	11	13	15
0.00799	2	4	6	8	7	5	3	1	16	14	12	10	9	11	13	15
0.00899	2	4	6	8	7	5	3	1	16	14	12	10	9	11	13	15
0.00999	2	4	6	8	7	5	3	1	16	14	12	10	9	11	13	15
0.01099	2	4	6	8	7	5	3	1	16	14	12	10	9	11	13	15
0.01199	2	4	6	8	7	5	3	1	16	14	12	10	9	11	13	15
0.01299	2	4	6	8	7	5	3	1	16	14	12	10	9	11	13	15
0.01399	2	4	6	8	7	5	3	1	16	14	12	10	9	11	13	15
0.01499	2	4	6	8	7	5	3	1	16	14	12	10	9	11	13	15
0.01599	2	4	6	8	7	5	3	1	16	14	12	10	9	11	13	15
0.01699	2	4	6	8	7	5	3	1	16	14	12	10	9	11	13	15
0.01799	2	4	6	8	7	5	3	1	16	14	12	10	9	11	13	15
0.01899	2	4	6	8	7	5	3	1	16	14	12	10	9	11	13	15
0.01999	2	4	6	8	7	5	3	1	16	14	12	10	9	11	13	15
0.02099	2	4	6	8	7	5	3	1	16	14	12	10	9	11	13	15
0.02199	2	4	6	8	7	5	3	1	16	14	12	10	9	11	13	15
0.02299	2	4	6	8	7	5	3	1	16	14	12	10	9	11	13	15
0.02399	3	5	7	8	6	4	2	1	16	15	13	11	9	10	12	14
0.02499	3	5	7	8	6	4	2	1	16	15	13	11	9	10	12	14
0.02599	3	5	7	8	6	4	2	1	16	15	13	11	9	10	12	14
0.02699	3	5	7	8	6	4	2	1	16	15	13	11	9	10	12	14
0.02799	3	5	7	8	6	4	2	1	16	15	13	11	9	10	12	14
0.02899	3	5	7	8	6	4	2	1	16	15	13	11	9	10	12	14
0.02999	3	5	7	8	6	4	2	1	16	15	13	11	9	10	12	14
0.03099	3	5	7	8	6	4	2	1	16	15	13	11	9	10	12	14
0.03199	3	5	7	8	6	4	2	1	16	15	13	11	9	10	12	14
0.03299	3	5	7	8	6	4	2	1	16	15	13	11	9	10	12	14
0.03399	3	5	7	8	6	4	2	1	16	15	13	11	9	10	12	14
0.03499	3	5	7	8	6	4	2	1	16	15	13	11	9	10	12	14
0.03599	3	5	7	8	6	4	2	1	16	15	13	11	9	10	12	14
0.03699	3	5	7	8	6	4	2	1	16	15	13	11	9	10	12	14
0.03799	3	5	7	8	6	4	2	1	16	15	13	11	9	10	12	14
0.03899	3	5	7	8	6	4	2	1	16	15	13	11	9	10	12	14
0.03999	3	5	7	8	6	4	2	1	16	15	13	11	9	10	12	14
0.04099	3	5	7	8	6	4	2	1	16	15	13	11	9	10	12	14
0.04199	3	5	7	8	6	4	2	1	16	15	13	11	9	10	12	14
0.04299	3	5	7	8	6	4	2	1	16	15	13	11	9	10	12	14
0.04399	3	5	7	8	6	4	2	1	16	15	13	11	9	10	12	14
0.04499	3	5	7	8	6	4	2	1	16	15	13	11	9	10	12	14
0.04599	3	5	7	8	6	4	2	1	16	15	13	11	9	10	12	14
0.04699	3	5	7	8	6	4	2	1	16	15	13	11	9	10	12	14
0.04799	4	6	8	7	5	3	2	1	16	15	14	12	10	9	11	13
0.04899	4	6	8	7	5	3	2	1	16	15	14	12	10	9	11	13
0.04999	4	6	8	7	5	3	2	1	16	15	14	12	10	9	11	13
0.05099	4	6	8	7	5	3	2	1	16	15	14	12	10	9	11	13
0.05199	4	6	8	7	5	3	2	1	16	15	14	12	10	9	11	13
0.05299	4	6	8	7	5	3	2	1	16	15	14	12	10	9	11	13
0.05399	4	6	8	7	5	3	2	1	16	15	14	12	10	9	11	13
0.05499	4	6	8	7	5	3	2	1	16	15	14	12	10	9	11	13
0.05599	4	6	8	7	5	3	2	1	16	15	14	12	10	9	11	13
0.05699	4	6	8	7	5	3	2	1	16	15	14	12	10	9	11	13
0.05799	4	6	8	7	5	3	2	1	16	15	14	12	10	9	11	13
0.05899	4	6	8	7	5	3	2	1	16	15	14	12	10	9	11	13
0.05999	4	6	8	7	5	3	2	1	16	15	14	12	10	9	11	13
0.06099	4	6	8	7	5	3	2	1	16	15	14	12	10	9	11	13
0.06199	4	6	8	7	5	3	2	1	16	15	14	12	10	9	11	13
0.06299	4	6	8	7	5	3	2	1	16	15	14	12	10	9	11	13
0.06399	4	6	8	7	5	3	2	1	16	15	14	12	10	9	11	13
0.06499	4	6	8	7	5	3	2	1	16	15	14	12	10	9	11	13
0.06599	4	6	8	7	5	3	2	1	16	15	14	12	10	9	11	13
0.06699	4	6	8	7	5	3	2	1	16	15	14	12	10	9	11	13
0.06799	4	6	8	7	5	3	2	1	16	15	14	12	10	9	11	13
0.06899	4	6	8	7	5	3	2	1	16	15	14	12	10	9	11	13
0.06999	4	6	8	7	5	3	2	1	16	15	14	12	10	9	11	13
0.07099	4	6	8	7	5	3	2	1	16	15	14	12	10	9	11	13
0.07199	5	7	8	6	4	3	2	1	16	15	14	13	11	9	10	12
0.07299	5	7	8	6	4	3	2	1	16	15	14	13	11	9	10	12
0.07399	5	7	8	6	4	3	2	1	16	15	14	13	11	9	10	12
0.07499	5	7	8	6	4	3	2	1	16	15	14	13	11	9	10	12
0.07599	5	7	8	6	4	3	2	1	16	15	14	13	11	9	10	12
0.07699	5	7	8	6	4	3	2	1	16	15	14	13	11	9	10	12
0.07799	5	7	8	6	4	3	2	1	16	15	14	13	11	9	10	12
0.07899	5	7	8	6	4	3	2	1	16	15	14	13	11	9	10	12
0.07999	5	7	8	6	4	3	2	1	16	15	14	13	11	9	10	12
0.08099	5	7	8	6	4	3	2	1	16	15	14	13	11	9	10	12
0.08199	5	7	8	6	4	3	2	1	16	15	14	13	11	9	10	12
0.08299	5	7	8	6	4	3	2	1	16	15	14	13	11	9	10	12
0.08399	5	7	8	6	4	3	2	1	16	15	14	13	11	9	10	12
0.08499	5	7	8	6	4	3	2	1	16	15	14	13	11	9	10	12
0.08599	5	7	8	6	4	3	2	1	16	15	14	13	11	9	10	12
0.08699	5	7	8	6	4	3	2	1	16	15	14	13	11	9	10	12
0.08799	5	7	8	6	4	3	2	1	16	15	14	13	11	9	10	12
0.08899	5	7	8	6	4	3	2	1	16	15	14	13	11	9	10	12
0.08999	5	7	8	6	4	3	2	1	16	15	14	13	11	9	10	12
0.09099	5	7	8	6	4	3	2	1	16	15	14	13	11	9	10	12
0.09199	5	7	8	6	4	3	2	1	16	15	14	13	11	9	10	12
0.09299	5	7	8	6	4	3	2	1	16	15	14	13	11	9	10	12
0.09399	5	7	8	6	4	3	2	1	16	15	14	13	11	9	10	12
0.09499	6	8	7	5	4	3	2	1	16	15	14	13	12	10	9	11
0.09599	6	8	7	5	4	3	2	1	16	15	14	13	12	10	9	11
0.09699	6	8	7	5	4	3	2	1	16	15	14	13	12	10	9	11
0.09799	6	8	7	5	4	3	2	1	16	15	14	13	12	10	9	11
0.09899	6	8	7	5	4	3	2	1	16	15	14	13	12	10	9	11
0.09999	6	8	7	5	4	3	2	1	16	15	14	13	12	10	9	11
0.10099	6	8	7	5	4	3	2	1	16	15	14	13	12	10	9	11
0.10199	6	8	7	5	4	3	2	1	16	15	14	13	12	10	9	11
0.10299	6	8	7	5	4	3	2	1	16	15	14	13	12	10	9	11
0.10399	6	8	7	5	4	3	2	1	16	15	14	13	12	10	9	11
0.10499	6	8	7	5	4	3	2	1	16	15	14	13	12	10	9	11
0.10599	6	8	7	5	4	3	2	1	16	15	14	13	12	10	9	11
0.10699	6	8	7	5	4	3	2	1	16	15	14	13	12	10	9	11
0.10799	6	8	7	5	4	3	2	1	16	15	14	13	12	10	9	11
0.10899	6	8	7	5	4	3	2	1	16	15	14	13	12	10	9	11
0.10999	6	8	7	5	4	3	2	1	16	15	14	13	12	10	9	11
0.11099	6	8	7	5	4	3	2	1	16	15	14	13	12	10	9	11
0.11199	6	8	7	5	4	3	2	1	16	15	14	13	12	10	9	11
0.11299	6	8	7	5	4	3	2	1	16	15	14	13	12	10	9	11
0.11399	6	8	7	5	4	3	2	1	16	15	14	13	12	10	9	11
0.11499	6	8	7	5	4	3	2	1	16	15	14	13	12	10	9	11
0.11599	6	8	7	5	4	3	2	1	16	15	14	13	12	10	9	11
0.11699	6	8	7	5	4	3	2	1	16	15	14	13	12	10	9	11
0.11799	6	8	7	5	4	3	2	1	16	15	14	13	12	10	9	11
0.11899	7	8	6	5	4	3	2	1	16	15	14	13	12	11	9	10
0.11999	7	8	6	5	4	3	2	1	16	15	14	13	12	11	9	10
0.12099	7	8	6	5	4	3	2	1	16	15	14	13	12	11	9	10
0.12199	7	8	6	5	4	3	2	1	16	15	14	13	12	11	9	10
0.12299	7	8	6	5	4	3	2	1	16	15	14	13	12	11	9	10
0.12399	7	8	6	5	4	3	2	1	16	15	14	13	12	11	9	10
0.12499	7	8	6	5	4	3	2	1	16	15	14	13	12	11	9	10
0.12599	7	8	6	5	4	3	2	1	16	15	14	13	12	11	9	10
0.12699	7	8	6	5	4	3	2	1	16	15	14	13	12	11	9	10
0.12799	7	8	6	5	4	3	2	1	16	15	14	13	12	11	9	10
0.12899	7	8	6	5	4	3	2	1	16	15	14	13	12	11	9	10
0.12999	7	8	6	5	4	3	2	1	16	15	14	13	12	11	9	10
0.13099	7	8	6	5	4	3	2	1	16	15	14	13	12	11	9	10
0.13199	7	8	6	5	4	3	2	1	16	15	14	13	12	11	9	10
0.13299	7	8	6	5	4	3	2	1	16	15	14	13	12	11	9	10
0.13399	7	8	6	5	4	3	2	1	16	15	14	13	12	11	9	10
0.13499	7	8	6	5	4	3	2	1	16	15	14	13	12	11	9	10
0.13599	7	8	6	5	4	3	2	1	16	15	14	13	12	11	9	10
0.13699	7	8	6	5	4	3	2	1	16	15	14	13	12	11	9	10
0.13799	7	8	6	5	4	3	2	1	16	15	14	13	12	11	9	10
0.13899	7	8	6	5	4	3	2	1	16	15	14	13	12	11	9	10
0.13999	7	8	6	5	4	3	2	1	16	15	14	13	12	11	9	10
0.14099	7	8	6	5	4	3	2	1	16	15	14	13	12	11	9	10
0.14199	7	8	6	5	4	3	2	1	16	15	14	13	12	11	9	10
0.14299	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.14399	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.14499	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.14599	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.14699	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.14799	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.14899	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.14999	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.15099	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.15199	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.15299	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.15399	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.15499	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.15599	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.15699	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.15799	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.15899	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.15999	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.16099	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.16199	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.16299	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.16399	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.16499	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.16599	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.16699	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.16799	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.16899	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.16999	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.17099	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.17199	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.17299	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.17399	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.17499	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.17599	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.17699	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.17799	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.17899	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.17999	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.18099	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.18199	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.18299	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.18399	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.18499	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.18599	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.18699	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.18799	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.18899	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.18999	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.19099	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.19199	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.19299	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.19399	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.19499	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.19599	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.19699	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.19799	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.19899	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.19999	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.20099	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.20199	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.20299	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.20399	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.20499	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.20599	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.20699	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.20799	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.20899	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.20999	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.21099	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.21199	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.21299	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.21399	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.21499	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.21599	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.21699	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.21799	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.21899	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.21999	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.22099	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.22199	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.22299	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.22399	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.22499	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.22599	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.22699	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.22799	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.22899	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.22999	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.23099	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.23199	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.23299	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.23399	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.23499	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.23599	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.23699	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.23799	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.23899	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.23999	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.24099	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.24199	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.24299	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.24399	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.24499	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.24599	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.24699	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.24799	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.24899	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.24999	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.25099	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.25199	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.25299	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.25399	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.25499	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.25599	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.25699	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.25799	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.25899	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.25999	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.26099	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.26199	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.26299	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.26399	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.26499	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.26599	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.26699	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.26799	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.26899	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.26999	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.27099	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.27199	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.27299	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.27399	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.27499	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.27599	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.27699	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.27799	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.27899	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.27999	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.28099	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.28199	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.28299	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.28399	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.28499	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.28599	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.28699	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.28799	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.28899	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.28999	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.29099	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.29199	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.29299	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.29399	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.29499	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.29599	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.29699	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.29799	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.29899	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.29999	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.30099	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.30199	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.30299	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.30399	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.30499	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.30599	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.30699	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.30799	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.30899	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.30999	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.31099	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.31199	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.31299	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.31399	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.31499	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.31599	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.31699	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.31799	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.31899	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.31999	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.32099	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.32199	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.32299	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.32399	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.32499	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.32599	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.32699	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.32799	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.32899	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.32999	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.33099	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.33199	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.33299	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.33399	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.33499	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
